"","CD3","CD4","CD8a","CD11b","CD14","CD15","CD16","CD19","CD20","CD25","CD27","CD28","CD34","CD45RA","CD45RO","CD56","CD62L","CD69","CD80","CD86","CD127","CD137","CD197","CD274","CD278","CD335","PD.1","HLA.DR","TIGIT","cluster.info"
"1",25,164,16,3011,696,19,10,6,10,4,2,13,0,13,169,10,28,30,3,317,2,8,6,1,10,4,7,573,10,"CD14 Mono"
"2",959,720,8,12,12,9,4,5,6,2,491,127,0,243,12,10,46,5,0,2,37,0,10,3,121,5,17,15,3,"naive CD4 T"
"3",942,1647,21,11,13,8,7,0,7,4,66,307,0,14,251,4,6,16,2,3,117,7,15,4,92,12,39,11,3,"mem CD4 T"
"4",802,1666,5,11,9,8,3,3,9,46,509,192,0,12,119,6,5,13,3,6,157,3,3,5,44,6,15,19,3,"mem CD4 T"
"5",18,151,15,3018,583,17,1,5,16,15,7,9,0,22,95,8,10,24,4,161,4,2,10,3,3,5,4,441,3,"CD14 Mono"
"6",947,997,6,8,6,8,5,6,12,1,743,120,0,484,4,2,19,11,0,2,104,2,8,3,61,1,4,18,7,"naive CD4 T"
"7",560,1286,4,8,8,4,3,4,7,8,444,200,0,3,204,4,3,8,7,1,3,7,7,0,99,4,188,46,31,"mem CD4 T"
"8",17,157,8,183,38,10,35,2,3,7,4,19,1,1533,8,8,10,22,4,192,5,1,4,2,6,2,8,483,3,"CD14 Mono"
"9",707,1355,5,8,11,9,7,8,8,16,1076,128,0,66,58,6,46,13,3,4,53,4,25,1,92,8,6,20,2,"mem CD4 T"
"10",612,1355,7,6,11,16,4,5,12,9,449,388,0,16,172,6,37,9,4,5,151,5,7,5,252,3,22,10,5,"mem CD4 T"
"11",8,113,9,1906,491,9,3,3,8,7,8,11,0,10,68,2,32,16,0,108,1,2,4,4,1,3,5,215,4,"CD14 Mono"
"12",534,1106,5,4,10,11,3,3,7,129,513,132,0,110,16,4,106,10,1,1,21,4,17,2,47,2,5,10,0,"naive CD4 T"
"13",92,4,197,5,2,6,0,0,2,1,393,3,0,293,2,3,11,2,1,2,26,0,0,0,18,0,17,3,0,"CD8 T"
"14",471,793,1,6,7,7,2,1,6,5,474,48,0,102,20,3,16,4,1,3,1,3,5,2,20,2,1,13,0,"naive CD4 T"
"15",891,681,10,10,15,10,7,5,21,10,630,126,0,153,20,7,28,8,8,12,34,7,22,3,93,4,19,28,5,"naive CD4 T"
"16",526,803,1,8,10,5,1,3,4,3,471,111,0,108,21,5,37,5,0,3,33,1,19,5,46,5,6,7,1,"naive CD4 T"
"17",690,841,7,13,21,8,4,3,6,6,431,61,0,425,3,2,9,6,2,1,36,4,20,1,29,2,1,16,2,"naive CD4 T"
"18",42,360,7,10,11,11,0,1,13,4,4,22,0,34,21,3,24,6,5,136,3,4,3,2,6,2,4,2776,1,"DC"
"19",610,905,5,10,9,5,1,1,15,14,78,117,0,7,115,3,2,8,1,2,98,4,4,4,24,10,8,23,0,"mem CD4 T"
"20",579,1333,6,10,16,10,6,3,6,8,461,172,0,7,252,2,5,9,2,2,140,2,15,0,81,9,18,11,0,"mem CD4 T"
"21",1031,977,4,5,7,4,2,4,14,7,577,97,0,582,5,7,114,16,3,3,33,5,17,2,51,9,5,19,3,"naive CD4 T"
"22",10,192,5,2945,454,22,3,5,8,7,4,10,0,23,75,2,53,36,3,240,5,7,4,1,5,1,8,233,1,"CD14 Mono"
"23",431,687,2,6,7,4,1,3,3,1,296,67,0,254,4,2,64,0,2,1,36,3,7,2,34,5,2,9,6,"naive CD4 T"
"24",0,17,0,74,3,0,5,0,0,0,0,0,0,8,4,0,0,0,0,17,0,0,0,0,0,0,0,23,0,"DC"
"25",952,1122,6,11,13,8,4,4,13,6,987,141,0,1028,5,4,68,10,1,0,22,1,21,10,72,5,10,16,3,"naive CD4 T"
"26",811,1128,3,15,6,11,1,9,4,2,614,111,0,415,10,4,39,7,4,5,48,6,18,0,113,2,7,19,1,"naive CD4 T"
"27",9,7,1,9,9,19,6,674,897,6,5,11,3,728,4,4,8,32,0,17,5,3,4,3,6,1,2,1416,5,"B"
"28",11,18,6,149,22,14,378,10,21,4,5,14,0,1699,9,355,8,14,5,3,9,0,9,5,8,18,5,52,55,"NK"
"29",10,113,6,1000,555,8,3,5,5,3,7,5,0,29,36,4,5,8,2,103,6,1,10,3,1,3,8,425,1,"CD14 Mono"
"30",740,900,5,7,8,6,5,5,4,2,416,95,1,251,6,6,13,7,1,0,38,1,12,4,36,4,1,7,0,"naive CD4 T"
"31",909,3,618,65,5,6,4,8,6,1,1,12,0,134,28,2,2,11,2,2,3,4,5,2,100,1,7,32,1,"CD8 T"
"32",808,1138,10,8,11,9,0,5,10,8,496,132,0,351,13,7,161,9,0,7,21,2,20,3,44,1,10,15,1,"naive CD4 T"
"33",619,844,1,15,11,9,1,8,5,44,166,59,0,101,10,3,4,7,4,3,5,0,21,0,30,4,2,11,8,"naive CD4 T"
"34",746,1544,9,11,6,6,5,1,7,3,885,133,0,638,6,3,47,11,0,5,116,5,21,1,95,6,5,13,2,"naive CD4 T"
"35",16,107,5,2014,771,13,2,3,6,4,2,12,0,15,75,3,4,45,0,96,2,4,7,3,4,3,6,365,3,"CD14 Mono"
"36",10,63,6,2438,811,6,3,3,8,5,6,9,0,8,82,6,10,20,1,184,3,3,15,6,7,4,7,555,5,"CD14 Mono"
"37",7,128,2,1007,204,13,8,4,8,6,6,9,0,36,72,2,1,13,1,204,1,3,9,2,10,4,7,1654,3,"CD14 Mono"
"38",883,1265,4,7,15,7,4,5,8,4,434,179,0,157,32,1,47,9,1,2,29,3,16,4,36,4,9,9,2,"naive CD4 T"
"39",485,840,2,5,10,6,1,1,6,5,1,76,0,6,104,1,4,3,0,0,10,2,8,1,20,2,3,82,0,"mem CD4 T"
"40",16,183,6,2163,844,21,6,4,7,9,2,11,0,112,68,5,105,38,3,295,9,10,9,4,5,5,9,178,0,"CD14 Mono"
"41",779,1681,5,11,7,14,7,3,9,40,199,294,0,8,211,5,6,11,3,3,152,3,10,2,88,12,39,11,0,"mem CD4 T"
"42",13,129,8,872,197,21,11,4,11,11,6,20,0,20,79,6,4,15,3,49,3,2,12,2,14,6,6,1299,1,"CD14 Mono"
"43",12,142,5,867,236,7,194,7,13,1,3,11,0,47,105,7,2,22,5,315,7,2,2,8,2,1,7,1874,3,"CD14 Mono"
"44",13,10,3,4,13,14,4,465,396,17,4,20,0,547,4,7,15,8,2,2,4,2,7,5,7,4,13,356,1,"B"
"45",15,177,8,4044,1035,23,1,6,17,12,2,31,0,13,121,9,10,38,4,241,6,7,9,3,12,8,20,722,4,"CD14 Mono"
"46",682,1382,2,4,20,13,2,4,3,9,693,123,0,57,34,4,15,9,3,4,70,6,16,5,45,4,36,27,2,"mem CD4 T"
"47",6,80,7,1271,720,9,0,1,5,3,5,8,0,13,90,3,17,14,3,150,4,0,7,1,4,2,1,153,0,"CD14 Mono"
"48",4,4,5,9,7,4,2,468,669,6,1,8,1,596,2,4,6,3,1,5,4,1,3,5,7,2,4,302,4,"B"
"49",5,264,4,6,13,7,0,2,5,3,4,13,1,717,3,2,74,5,1,6,6,2,7,4,5,3,4,925,1,"DC"
"50",521,594,2,5,4,5,2,5,1,5,303,46,0,180,5,2,21,3,1,1,12,1,7,4,14,1,1,7,1,"naive CD4 T"
"51",804,1096,4,9,14,13,2,2,7,7,574,142,0,21,94,0,8,4,0,2,4,2,12,2,39,4,5,13,0,"mem CD4 T"
"52",768,14,986,5,9,6,4,5,23,7,472,256,0,81,81,2,0,14,1,4,73,0,6,1,140,1,27,31,2,"CD8 T"
"53",6,56,5,1056,236,7,2,1,1,1,1,1,0,25,22,0,10,3,2,144,2,0,6,2,2,1,3,289,1,"CD14 Mono"
"54",328,6,518,11,7,9,3,3,11,4,632,74,2,869,0,9,26,12,3,0,43,0,16,3,42,4,9,18,1,"CD8 T"
"55",9,143,7,1333,561,13,7,2,7,7,3,15,0,27,49,5,18,16,3,228,4,2,7,2,10,0,8,756,0,"CD14 Mono"
"56",13,143,12,3621,1077,20,7,6,16,7,6,11,0,13,153,5,71,43,2,428,15,7,11,1,6,9,12,159,4,"CD14 Mono"
"57",449,10,772,11,9,6,6,1,16,6,680,86,0,793,2,3,34,10,5,7,44,6,10,1,34,2,11,14,3,"CD8 T"
"58",212,911,4,5,7,4,2,3,4,3,261,61,0,17,52,1,4,8,1,3,62,0,8,0,22,1,6,16,3,"mem CD4 T"
"59",13,0,4,57,6,4,707,1,7,2,4,4,1,997,4,9,6,3,0,0,5,4,7,2,4,76,3,15,40,"NK"
"60",730,1313,6,8,11,11,6,2,8,3,799,198,0,112,18,0,244,12,1,5,124,3,15,3,311,2,6,20,1,"naive CD4 T"
"61",38,20,16,42,11,42,6,2096,2792,36,415,32,1,2179,13,7,40,64,5,26,13,13,27,14,19,16,13,3739,4,"B"
"62",560,1129,6,26,5,8,2,2,5,0,3,83,0,49,108,3,3,5,1,5,83,3,7,2,46,4,30,11,4,"mem CD4 T"
"63",928,8,685,57,13,8,6,7,7,1,2,12,0,6,299,2,5,12,1,3,2,2,8,1,62,2,71,36,47,"CD8 T"
"64",1038,2574,41,13781,4231,100,711,29,42,84,820,260,1,2031,506,367,588,345,14,1403,140,20,40,26,81,41,60,2224,81,"CD14 Mono"
"65",1366,1046,3,18,16,6,6,2,6,7,368,101,1,347,8,5,27,8,1,3,34,2,22,1,53,2,10,17,3,"naive CD4 T"
"66",340,1052,2,8,9,4,0,1,5,9,33,251,0,6,252,3,2,10,0,5,75,2,6,3,69,1,2,24,3,"mem CD4 T"
"67",11,192,12,1024,716,10,5,5,19,9,10,19,0,161,15,9,60,28,5,251,7,2,11,4,6,8,14,500,3,"CD14 Mono"
"68",11,137,4,1413,615,8,3,2,11,1,3,15,0,131,13,21,31,7,4,166,3,3,3,4,4,3,3,341,0,"CD14 Mono"
"69",503,957,15,21,22,11,1,4,10,8,351,153,0,12,197,3,98,7,2,6,61,1,11,2,62,3,47,27,20,"mem CD4 T"
"70",639,1135,3,11,13,8,5,1,4,7,241,119,0,6,194,4,4,14,2,4,54,1,11,2,55,3,2,8,4,"mem CD4 T"
"71",1072,1293,12,6,11,13,6,5,11,6,589,180,0,542,10,5,227,10,0,4,109,5,13,1,116,10,8,14,3,"naive CD4 T"
"72",723,847,9,5,10,5,2,2,4,20,213,67,0,111,7,2,5,4,2,1,5,2,8,4,27,2,5,17,3,"naive CD4 T"
"73",632,953,4,10,9,13,6,3,7,14,76,89,0,21,43,2,7,10,2,2,95,2,8,0,10,1,5,18,0,"mem CD4 T"
"74",348,444,0,2,7,1,1,1,4,2,228,45,0,120,4,1,10,10,0,0,18,0,7,0,15,3,3,3,0,"naive CD4 T"
"75",664,2,604,23,12,4,3,3,11,10,199,192,0,59,118,1,16,11,1,0,137,1,5,5,79,2,84,12,2,"CD8 T"
"76",19,80,7,2897,504,19,3,5,11,8,6,17,0,66,31,4,78,36,2,229,14,2,12,4,7,7,5,202,6,"CD14 Mono"
"77",11,4,9,118,14,8,144,2,11,1,5,17,0,1545,2,197,4,13,3,3,2,4,8,2,4,8,2,19,33,"NK"
"78",863,1168,4,3,8,10,2,3,10,6,983,151,0,15,84,7,64,7,0,6,18,2,12,1,159,4,15,18,2,"mem CD4 T"
"79",725,986,8,6,15,20,5,3,17,8,577,105,1,1435,6,6,360,20,2,10,25,4,18,5,46,7,3,508,7,"naive CD4 T"
"80",460,1509,7,14,8,11,2,1,11,12,110,235,0,10,187,3,3,5,3,1,111,4,13,5,65,7,17,18,3,"mem CD4 T"
"81",23,242,8,3627,983,18,3,7,11,4,7,15,0,20,143,5,80,15,4,168,5,4,5,7,3,3,7,168,1,"CD14 Mono"
"82",385,979,3,9,15,12,3,5,8,24,266,170,0,7,134,3,9,3,2,2,111,0,8,3,33,5,6,2,1,"mem CD4 T"
"83",511,910,3,5,6,12,2,3,6,3,411,78,0,150,11,3,11,6,1,2,66,5,5,5,41,3,2,11,1,"naive CD4 T"
"84",735,1325,1,34,9,10,0,3,13,7,48,80,0,8,217,4,5,15,0,1,30,8,8,3,95,2,46,20,1,"mem CD4 T"
"85",20,304,10,2226,1068,20,7,4,8,10,10,16,0,273,36,7,19,20,0,372,1,2,27,4,8,7,10,970,5,"CD14 Mono"
"86",860,1382,4,72,7,13,3,6,10,6,34,27,0,104,41,4,6,14,0,2,158,4,10,8,74,4,27,9,2,"mem CD4 T"
"87",952,951,7,5,9,13,0,7,8,6,346,178,0,10,208,1,33,13,1,4,55,4,10,6,91,3,9,15,3,"mem CD4 T"
"88",687,14,101,5,12,7,2,6,5,1,250,134,0,27,52,1,2,8,3,0,96,1,2,3,40,1,15,14,1,"CD8 T"
"89",18,11,6,195,13,11,276,0,8,4,3,22,2,1943,9,209,3,6,4,1,1,1,7,2,26,28,4,27,77,"NK"
"90",372,2254,8,10,13,11,4,7,15,20,709,377,0,15,211,7,3,10,3,5,123,4,6,4,103,5,14,16,2,"mem CD4 T"
"91",650,953,4,9,7,10,0,1,7,8,384,85,0,691,2,3,12,4,3,3,26,1,15,1,44,6,3,13,1,"naive CD4 T"
"92",18,97,6,1858,916,18,3,8,8,11,7,19,0,62,29,1,27,10,5,227,8,3,12,7,9,4,2,574,2,"CD14 Mono"
"93",11,5,7,13,10,9,3,482,398,30,201,9,1,1139,7,3,4,25,0,3,4,1,7,7,1,7,2,819,8,"B"
"94",8,3,1,6,11,13,4,367,426,2,1,6,0,416,3,1,9,7,1,2,2,1,15,3,8,4,4,652,2,"B"
"95",614,8,766,17,8,8,2,3,7,7,489,151,0,20,104,3,9,9,0,2,107,1,3,1,30,6,22,5,3,"CD8 T"
"96",12,107,7,501,35,6,324,12,14,3,4,11,0,518,34,2,9,2,4,407,2,4,4,3,1,5,4,1431,2,"CD14 Mono"
"97",943,771,7,10,10,10,1,4,6,6,511,147,0,110,13,2,197,5,1,3,19,1,7,0,71,5,8,24,0,"naive CD4 T"
"98",697,1190,3,5,9,4,1,5,8,14,429,232,0,13,191,4,1,7,1,2,2,2,8,0,158,6,11,9,3,"mem CD4 T"
"99",589,707,4,6,5,9,2,1,4,4,421,64,0,196,4,6,47,10,1,2,18,2,12,3,14,7,6,9,0,"naive CD4 T"
"100",770,7,478,12,13,7,1,1,49,5,1,26,1,1429,11,7,5,610,1,4,13,7,5,3,35,6,24,33,51,"CD8 T"
"101",7,115,1,1106,482,7,0,3,8,4,0,10,0,40,23,3,37,43,0,113,1,1,7,2,7,3,2,157,1,"CD14 Mono"
"102",430,582,7,5,7,4,0,0,5,9,57,136,0,5,124,3,19,3,2,1,14,2,7,1,68,2,22,3,13,"mem CD4 T"
"103",29,8,8,71,9,5,503,0,7,6,7,9,0,323,15,136,2,14,2,3,7,2,6,4,31,11,6,14,34,"NK"
"104",430,1347,5,8,7,9,1,2,4,4,285,185,0,23,94,2,9,17,0,3,145,2,8,4,44,4,22,8,0,"mem CD4 T"
"105",742,1247,8,8,9,8,3,4,5,5,451,92,0,155,23,2,14,7,2,0,29,2,22,4,38,4,8,20,1,"naive CD4 T"
"106",635,988,6,3,6,18,2,4,9,135,297,164,0,6,170,3,92,3,0,0,5,13,3,8,143,4,4,56,8,"mem CD4 T"
"107",791,1775,5,12,11,13,4,2,6,109,647,323,0,14,204,4,185,10,4,3,15,6,12,5,100,3,9,14,45,"mem CD4 T"
"108",11,60,8,2026,812,12,3,7,50,6,10,6,0,9,79,3,24,3,1,264,10,2,3,1,1,1,4,213,5,"CD14 Mono"
"109",822,1182,11,10,15,8,3,3,3,7,778,138,0,329,10,7,65,21,5,3,114,3,12,2,111,3,5,11,2,"naive CD4 T"
"110",661,1034,1,15,9,8,4,2,7,5,486,74,0,292,8,3,74,16,0,9,62,3,14,3,72,4,2,22,2,"naive CD4 T"
"111",9,13,8,9,12,15,4,408,819,8,207,22,1,948,6,6,3,27,3,7,5,2,9,4,8,4,5,521,2,"B"
"112",426,10,351,3,4,5,3,1,1,8,131,131,0,6,97,3,3,2,4,6,141,0,6,4,42,1,14,14,2,"CD8 T"
"113",16,293,11,2892,892,11,7,4,6,8,5,14,0,24,167,9,39,37,6,214,8,9,15,3,7,6,2,319,4,"CD14 Mono"
"114",406,1180,8,5,14,13,4,3,1,19,409,166,0,7,165,4,90,9,3,3,52,1,9,5,76,1,8,1,13,"mem CD4 T"
"115",19,70,9,2392,636,13,6,4,6,9,10,10,0,252,18,7,34,32,0,251,2,3,12,6,6,6,8,505,4,"CD14 Mono"
"116",434,724,8,10,5,13,0,4,5,4,328,60,1,160,7,2,6,6,1,5,10,2,9,2,29,3,4,4,4,"naive CD4 T"
"117",473,36,497,29,11,5,3,29,102,4,293,45,0,29,225,5,19,10,0,3,6,8,9,3,14,2,28,94,7,"CD8 T"
"118",268,673,7,3,11,5,6,1,9,39,541,67,0,63,27,2,5,9,0,2,7,0,5,4,43,2,2,13,0,"naive CD4 T"
"119",22,171,10,3077,1132,21,4,13,43,13,13,32,0,25,146,9,36,48,9,361,8,6,19,5,15,5,11,758,7,"CD14 Mono"
"120",1278,1725,6,7,7,13,7,9,20,19,527,281,0,22,83,7,2,4,4,6,315,6,10,11,131,9,18,26,1,"mem CD4 T"
"121",499,826,5,5,9,15,6,0,9,24,520,309,0,3,260,5,43,9,2,2,8,3,12,1,286,5,9,26,20,"mem CD4 T"
"122",869,1072,1,21,22,9,8,4,17,12,552,219,0,12,106,6,35,13,2,6,196,0,10,1,60,1,5,22,2,"mem CD4 T"
"123",18,12,17,290,13,14,33,810,241,25,87,29,0,1457,10,692,50,13,2,16,14,2,4,4,9,192,6,1193,3,"B"
"124",446,1366,4,24,12,14,1,3,4,13,553,276,0,10,160,7,4,11,3,1,150,1,3,3,68,5,30,17,1,"mem CD4 T"
"125",595,3,564,9,15,9,2,7,7,7,852,331,0,19,87,2,139,15,2,453,2,9,6,5,350,3,27,921,5,"CD8 T"
"126",9,12,6,11,17,14,3,631,603,29,24,13,1,1412,9,8,8,17,4,1,8,9,8,4,3,8,6,759,0,"B"
"127",869,1138,6,7,9,11,3,2,6,8,287,157,0,11,79,1,11,6,0,2,119,2,6,1,31,4,1,7,1,"mem CD4 T"
"128",12,175,11,3215,1346,19,4,6,8,10,3,9,0,20,170,7,23,21,4,237,7,9,5,5,6,5,10,622,3,"CD14 Mono"
"129",802,1871,9,46,13,14,4,8,30,5,8,86,0,184,43,5,3,25,0,6,119,2,8,2,97,6,72,27,21,"mem CD4 T"
"130",389,876,2,6,12,10,6,1,8,3,446,126,0,15,253,2,2,7,0,7,38,5,12,4,86,4,10,13,1,"mem CD4 T"
"131",1130,1140,6,9,7,26,6,4,7,10,699,97,1,547,6,3,13,14,2,5,46,4,27,4,48,5,7,12,4,"naive CD4 T"
"132",397,1064,8,12,15,11,1,1,8,3,783,100,1,420,6,4,35,9,2,2,28,3,21,2,80,1,13,19,1,"naive CD4 T"
"133",9,148,10,3574,623,22,3,2,5,9,3,11,0,13,94,2,22,24,3,236,5,1,15,6,3,7,2,352,6,"CD14 Mono"
"134",14,183,9,3514,850,12,12,7,9,3,3,15,0,6,127,6,12,36,1,196,5,7,16,4,6,5,9,569,1,"CD14 Mono"
"135",427,3,261,8,12,6,2,6,12,0,747,141,0,146,14,1,16,5,0,1,67,1,18,1,57,3,2,6,1,"CD8 T"
"136",7,108,4,2493,518,10,1,5,6,8,9,6,0,10,74,5,14,30,0,86,3,5,9,0,5,3,9,73,2,"CD14 Mono"
"137",18,179,11,2102,1060,22,2,9,6,6,6,11,0,140,38,2,39,11,3,232,5,5,14,2,3,7,5,1176,5,"CD14 Mono"
"138",63,11,17,222,110,3,1,1,4,1,71,18,0,6,36,1,15,3,0,58,18,1,3,0,10,0,7,43,3,"CD14 Mono"
"139",635,994,6,5,13,5,1,0,6,15,181,142,0,26,53,6,6,14,2,2,132,6,1,6,43,2,8,33,0,"mem CD4 T"
"140",722,1206,6,13,10,12,2,1,9,7,195,133,0,6,132,8,13,7,1,2,93,6,10,3,109,4,9,21,1,"mem CD4 T"
"141",16,167,4,1792,584,11,2,5,12,4,18,15,0,10,96,2,12,19,3,128,5,4,3,3,2,2,4,455,1,"CD14 Mono"
"142",465,983,4,2,8,14,1,4,5,0,428,90,0,154,8,4,6,4,1,4,11,10,12,7,47,5,9,16,4,"naive CD4 T"
"143",627,949,11,6,11,12,3,5,3,4,413,83,0,151,24,1,14,5,1,3,25,6,12,3,38,6,4,8,4,"naive CD4 T"
"144",744,932,7,5,15,5,2,3,6,66,391,358,0,4,239,4,56,3,0,4,10,2,9,4,166,1,6,11,1,"mem CD4 T"
"145",790,1397,6,18,11,9,2,5,13,4,98,124,0,23,167,6,2,8,3,5,41,4,6,4,87,5,29,14,5,"mem CD4 T"
"146",7,180,7,1905,694,12,3,5,8,12,3,11,0,212,9,4,28,18,1,184,7,5,7,4,4,2,2,499,3,"CD14 Mono"
"147",8,70,4,1643,872,12,1,3,10,3,7,7,0,15,17,6,1,23,4,100,5,2,13,1,8,2,5,347,0,"CD14 Mono"
"148",40,187,8,1903,459,24,9,3,10,4,9,20,0,18,79,4,52,31,3,261,8,5,16,3,16,4,12,202,5,"CD14 Mono"
"149",623,964,9,8,15,6,3,7,11,8,406,109,0,222,8,4,5,3,1,2,28,0,19,9,25,0,7,18,1,"naive CD4 T"
"150",275,4,884,8,6,3,2,5,3,4,483,22,0,410,7,6,33,6,2,5,36,1,17,2,55,5,3,13,3,"CD8 T"
"151",18,15,9,134,9,13,813,3,9,12,4,17,1,1128,2,147,7,9,0,1,4,2,8,2,2,49,7,14,5,"NK"
"152",833,1007,3,8,10,16,4,1,10,3,649,174,0,155,20,1,123,6,3,7,90,5,11,0,96,4,6,14,3,"naive CD4 T"
"153",36,211,14,3206,1173,25,8,10,17,13,12,27,0,18,175,8,32,37,4,282,9,4,11,15,10,7,4,1066,3,"CD14 Mono"
"154",612,1173,13,67,10,4,320,3,9,9,3,162,1,876,89,60,6,20,7,5,198,2,11,12,51,14,18,35,33,"NK"
"155",760,2,618,9,8,10,3,5,34,6,211,78,0,720,9,4,5,13,0,4,29,1,9,3,49,4,49,19,17,"CD8 T"
"156",1491,1734,7,12,9,9,3,6,9,4,758,178,1,451,16,2,79,6,1,5,61,2,16,2,114,2,5,21,2,"naive CD4 T"
"157",435,1494,8,2,9,8,1,2,12,14,364,247,0,11,48,4,2,21,1,4,111,1,7,0,47,4,5,18,1,"mem CD4 T"
"158",352,1,242,5,10,6,1,2,6,2,623,55,0,467,3,0,9,7,3,6,45,2,17,1,30,3,2,11,2,"CD8 T"
"159",1453,8,17,166,8,7,10,6,7,3,0,12,1,1403,0,0,1,21,3,2,2,1,9,2,8,7,6,52,71,"CD8 T"
"160",10,3,8,7,10,4,2,623,823,25,39,7,0,703,6,5,6,7,2,0,1,5,16,4,3,8,3,353,1,"B"
"161",22,10,9,143,24,8,2,284,358,21,273,13,0,1039,4,2,12,11,2,4,5,2,8,12,7,2,7,565,2,"B"
"162",17,108,6,869,431,8,2,1,5,3,5,14,2,575,2,1,32,17,1,209,2,4,9,1,5,3,7,494,2,"CD14 Mono"
"163",546,1094,8,11,8,6,1,3,4,5,504,101,0,141,22,4,13,14,1,3,13,2,18,2,32,5,6,16,1,"naive CD4 T"
"164",18,12,16,18,17,20,5,1008,729,32,267,21,0,1168,4,5,23,16,1,25,4,8,17,5,19,9,5,2140,6,"B"
"165",1052,869,3,7,10,10,5,2,12,3,768,121,0,6,135,7,19,16,1,2,18,4,10,6,118,2,84,17,23,"mem CD4 T"
"166",17,268,16,3092,1001,17,5,9,14,15,10,18,0,14,126,2,14,34,7,183,11,6,12,9,16,6,20,376,5,"CD14 Mono"
"167",944,1050,9,9,10,11,5,7,6,5,599,86,0,725,6,4,36,7,1,2,120,3,18,3,40,5,4,9,1,"naive CD4 T"
"168",8,153,4,886,146,5,48,8,8,6,2,8,0,189,21,4,1,22,4,103,2,3,6,2,2,2,4,2093,0,"CD14 Mono"
"169",611,711,2,7,4,8,1,3,6,1,462,95,2,310,11,2,51,16,0,2,34,5,10,2,41,2,4,9,0,"naive CD4 T"
"170",16,170,3,17,23,10,1,0,4,6,6,18,0,27,20,3,16,13,3,45,5,4,6,5,5,1,8,784,1,"DC"
"171",576,1222,4,2,5,10,1,3,9,2,756,121,0,339,13,6,52,22,3,2,64,2,17,4,65,4,4,20,2,"naive CD4 T"
"172",9,7,4,42,11,6,564,3,11,4,2,10,0,212,15,118,0,6,1,2,2,3,2,1,36,12,0,5,36,"NK"
"173",416,979,11,3,12,4,1,4,7,4,594,139,0,119,24,5,4,13,3,5,38,2,8,6,74,2,6,16,4,"naive CD4 T"
"174",545,1436,6,9,8,10,3,2,10,5,218,260,0,12,195,3,5,18,1,8,163,2,8,4,133,2,42,16,4,"mem CD4 T"
"175",1024,1312,11,9,12,22,2,1,11,5,494,110,0,580,6,3,43,10,1,2,51,2,21,1,52,2,3,13,1,"naive CD4 T"
"176",340,707,3,4,7,2,2,6,4,6,429,77,0,32,39,1,36,4,0,0,24,5,2,4,20,6,6,7,4,"naive CD4 T"
"177",4,3,4,15,19,9,2,283,135,15,44,6,0,700,5,0,28,9,2,2,1,1,11,1,6,1,3,295,3,"B"
"178",606,1436,6,9,9,8,2,1,6,7,424,183,0,6,231,4,3,29,2,4,63,2,11,5,59,5,25,11,2,"mem CD4 T"
"179",10,158,3,2321,519,14,2,8,5,7,2,16,0,11,73,1,13,30,2,184,3,1,5,3,4,4,4,252,2,"CD14 Mono"
"180",698,869,7,7,6,4,4,3,10,5,519,105,1,145,9,2,26,8,1,4,35,0,16,2,43,4,2,12,1,"naive CD4 T"
"181",519,620,3,10,7,9,1,1,9,0,246,123,0,4,42,2,1,6,2,1,135,4,4,2,33,2,7,18,1,"mem CD4 T"
"182",16,179,6,2535,915,20,3,4,14,9,7,15,0,375,20,7,11,39,2,226,4,8,18,3,7,3,10,453,4,"CD14 Mono"
"183",8,5,0,46,12,5,115,1,4,1,3,4,0,109,14,47,5,77,0,3,1,7,4,0,9,13,0,37,27,"NK"
"184",422,14,282,6,3,6,4,1,8,3,678,47,0,50,24,1,24,5,0,0,14,3,12,4,96,1,5,12,2,"CD8 T"
"185",455,1618,4,7,13,7,2,3,13,13,96,312,0,5,255,9,2,26,2,4,131,2,9,4,44,7,31,8,1,"mem CD4 T"
"186",11,116,5,25,9,6,58,8,8,3,3,16,1,572,7,7,5,3,1,368,2,4,5,1,5,5,1,1006,1,"CD14 Mono"
"187",422,1009,2,0,4,13,1,3,4,4,260,92,0,5,172,1,4,14,0,2,49,1,10,0,28,5,27,10,1,"mem CD4 T"
"188",442,1342,4,7,10,13,0,2,9,16,365,139,0,7,165,3,26,11,3,2,67,3,10,8,61,6,8,14,13,"mem CD4 T"
"189",15,312,7,2685,878,10,1,2,10,5,8,6,0,24,74,1,41,16,1,118,5,0,7,4,2,6,10,309,5,"CD14 Mono"
"190",15,213,5,1287,528,22,0,2,11,5,6,11,0,18,53,1,3,15,5,211,4,2,8,3,10,0,7,1040,1,"CD14 Mono"
"191",927,1157,5,7,16,7,1,3,15,21,427,65,0,117,19,2,104,8,3,4,21,3,3,5,24,6,7,12,4,"naive CD4 T"
"192",345,686,7,3,11,12,3,4,7,2,575,81,1,66,19,1,20,6,1,1,20,3,6,2,43,2,4,8,4,"naive CD4 T"
"193",774,1026,15,10,18,10,3,5,3,8,581,216,0,10,106,6,114,13,1,2,79,1,6,3,48,2,5,14,2,"mem CD4 T"
"194",418,17,238,29,16,6,3,1,13,5,259,80,1,582,2,1,14,3,1,2,10,3,12,0,17,2,5,17,2,"CD8 T"
"195",685,0,2,19,2,4,20,0,7,1,0,2,0,978,2,11,2,20,1,1,2,1,5,2,2,5,1,7,29,"CD8 T"
