"","CD3","CD4","CD8a","CD11b","CD14","CD15","CD16","CD19","CD20","CD25","CD27","CD28","CD34","CD45RA","CD45RO","CD56","CD62L","CD69","CD80","CD86","CD127","CD137","CD197","CD274","CD278","CD335","PD.1","HLA.DR","TIGIT","cluster.info"
"3874",452,686,8,7,6,6,3,5,7,1,345,74,0,739,6,5,7,10,4,1,31,2,12,1,20,4,8,16,0,"naive CD4 T"
"3875",73,5,207,7,10,4,2,0,3,2,412,41,1,233,5,0,11,7,0,1,21,0,8,0,18,0,6,15,1,"CD8 T"
"3876",805,632,0,76,4,8,0,0,6,1,5,7,0,276,5,3,10,5,2,1,38,1,6,0,59,4,5,23,1,"naive CD4 T"
"3877",533,909,6,7,6,8,2,2,10,10,347,123,0,114,21,3,39,5,0,2,19,1,13,2,50,2,2,16,1,"naive CD4 T"
"3878",302,950,2,3,4,9,1,0,7,16,154,78,0,17,39,0,2,4,1,2,85,2,7,2,40,2,9,6,0,"mem CD4 T"
"3879",10,271,7,5,8,9,2,4,6,3,6,6,0,660,3,11,10,9,1,6,2,3,15,3,4,1,7,1230,10,"DC"
"3880",153,3,139,47,2,7,1,0,6,1,345,3,0,136,5,1,0,6,1,1,21,4,4,1,7,2,1,5,1,"CD8 T"
"3881",367,725,7,4,4,5,4,3,2,3,245,132,0,3,253,5,20,4,3,3,19,2,8,5,274,3,11,17,1,"mem CD4 T"
"3882",12,94,4,1783,374,13,2,5,7,7,3,14,0,10,43,5,8,21,2,122,6,6,8,5,6,2,3,137,2,"CD14 Mono"
"3883",385,2,364,68,9,7,1,2,7,1,3,5,1,538,3,4,2,1,0,1,7,1,4,2,38,4,5,7,11,"CD8 T"
"3884",21,177,14,1506,444,14,4,2,5,3,10,13,0,8,59,8,25,31,0,126,4,1,4,4,3,5,6,302,5,"CD14 Mono"
"3885",759,1201,3,9,19,14,2,2,4,23,547,175,0,20,182,2,60,10,3,3,60,1,10,5,75,5,7,7,1,"mem CD4 T"
"3886",7,206,7,1931,576,15,5,2,7,3,6,13,0,18,48,6,14,18,4,138,4,2,8,3,5,3,2,860,2,"CD14 Mono"
"3887",919,6,4,33,3,3,28,2,9,1,3,15,0,1143,1,11,1,9,3,2,2,3,3,2,29,5,10,15,29,"CD8 T"
"3888",684,864,11,14,10,13,1,4,5,17,364,81,0,381,11,2,13,10,4,2,5,6,11,1,34,9,7,19,0,"naive CD4 T"
"3889",452,790,6,8,9,9,3,4,9,1,652,102,0,8,48,7,11,9,2,1,9,2,12,4,39,2,6,13,1,"mem CD4 T"
"3890",13,6,2,9,10,5,4,351,994,6,3,10,1,420,3,2,5,6,1,5,1,0,15,2,4,2,4,955,0,"B"
"3891",15,130,8,1852,530,10,2,4,5,5,3,11,0,19,25,2,25,17,1,139,6,3,12,2,4,2,5,234,4,"CD14 Mono"
"3892",451,3,318,16,16,11,0,2,5,2,326,159,0,121,36,1,2,8,1,4,61,1,4,4,61,3,64,13,15,"CD8 T"
"3893",17,169,11,2349,520,18,4,10,54,6,10,22,0,253,19,4,32,9,3,243,5,2,14,4,5,3,7,884,8,"CD14 Mono"
"3894",402,4,295,4,9,4,1,0,2,3,429,41,0,255,2,4,19,3,2,1,54,1,15,4,32,1,2,6,2,"CD8 T"
"3895",24,71,4,1057,492,8,5,8,2,7,5,11,0,33,55,5,44,14,3,292,1,1,9,2,3,0,7,1004,1,"CD14 Mono"
"3896",486,1450,12,12,8,8,1,4,10,11,274,305,0,8,182,3,8,14,0,1,85,1,5,3,80,4,12,16,5,"mem CD4 T"
"3897",19,213,7,1618,811,8,1,2,10,10,4,11,0,97,25,4,12,9,1,188,3,4,8,4,6,5,2,873,3,"CD14 Mono"
"3898",958,961,9,8,5,13,1,1,8,14,832,183,0,93,16,5,43,6,0,1,37,5,14,1,256,2,17,15,1,"naive CD4 T"
"3899",6,4,9,113,6,7,213,4,17,5,6,9,2,1217,2,190,4,4,0,2,1,2,10,6,4,16,6,44,23,"NK"
"3900",615,940,3,9,6,13,0,1,9,9,377,97,0,12,100,4,36,3,1,3,30,3,11,1,60,2,4,12,12,"mem CD4 T"
"3901",547,4,264,5,3,8,1,2,3,4,416,105,0,163,4,0,41,1,2,2,24,0,9,2,28,0,3,9,6,"CD8 T"
"3902",629,949,1,4,9,9,3,0,7,1,3,226,0,4,99,3,2,7,1,2,15,1,7,5,28,3,8,68,6,"mem CD4 T"
"3903",817,972,8,10,6,10,4,2,11,5,434,64,1,322,5,3,8,2,1,3,25,0,14,4,40,5,2,15,5,"naive CD4 T"
"3904",17,126,0,5,1,5,0,2,0,0,7,1,0,27,12,1,51,2,1,41,2,1,2,0,2,0,2,580,0,"DC"
"3905",6,81,4,138,17,2,70,3,4,2,1,5,0,174,5,3,1,2,3,122,3,1,5,2,0,0,1,1203,0,"CD14 Mono"
"3906",198,9,118,4,7,4,2,2,3,5,92,37,0,2,91,0,1,9,1,1,3,1,0,1,17,2,44,21,4,"CD8 T"
"3907",578,1916,8,21,9,13,2,4,9,4,2,287,0,6,194,6,5,7,1,5,140,4,11,3,114,2,87,43,3,"mem CD4 T"
"3908",659,791,3,5,7,5,0,2,9,15,551,105,0,322,4,3,21,8,3,3,25,1,13,1,17,4,2,10,1,"naive CD4 T"
"3909",3,161,2,955,370,7,3,7,6,0,5,5,0,13,38,1,5,9,2,92,4,0,15,5,2,0,5,911,4,"CD14 Mono"
"3910",10,82,6,1597,548,10,1,7,24,6,6,10,0,9,62,3,8,16,0,187,3,4,6,0,2,3,2,675,0,"CD14 Mono"
"3911",8,105,12,2350,877,9,1,398,963,8,6,20,1,659,103,10,46,23,3,171,5,3,20,6,12,8,4,360,2,"B"
"3912",299,1080,4,57,7,8,2,2,17,1,330,220,0,5,183,3,10,19,0,0,58,1,5,2,50,5,19,44,2,"mem CD4 T"
"3913",344,848,4,9,9,8,2,3,5,8,473,56,0,315,3,3,7,4,3,3,49,1,10,5,28,4,2,10,1,"naive CD4 T"
"3914",28,169,8,401,186,7,2,2,12,4,8,8,0,22,45,6,8,10,1,77,4,6,6,0,6,2,4,2348,2,"CD14 Mono"
"3915",708,1048,7,18,20,9,2,3,15,7,517,88,0,460,12,6,77,3,3,7,46,5,14,4,18,4,2,20,2,"naive CD4 T"
"3916",626,1246,8,7,8,10,1,2,16,38,497,284,0,7,118,2,4,5,1,2,106,5,6,3,97,3,33,12,2,"mem CD4 T"
"3917",952,10,797,23,9,11,6,3,9,1,291,295,0,10,197,3,3,10,0,5,3,1,9,3,152,4,44,28,36,"CD8 T"
"3918",15,9,3,173,18,3,38,6,8,2,3,25,0,1215,3,107,12,30,0,2,1,0,2,5,1,130,4,19,4,"NK"
"3919",25,154,11,2199,713,15,4,6,10,4,8,21,0,53,35,5,31,17,1,169,6,7,15,3,5,4,11,436,2,"CD14 Mono"
"3920",388,1064,9,4,14,3,1,4,3,15,365,115,0,31,51,3,56,14,1,4,190,4,7,0,50,2,11,15,2,"mem CD4 T"
"3921",6,34,5,2060,660,8,2,5,5,5,2,7,0,4,62,3,24,10,3,30,2,3,9,0,3,0,4,161,1,"CD14 Mono"
"3922",18,605,15,7195,1760,43,156,23,40,26,13,19,1,1729,221,7,29,66,7,1344,14,10,33,19,21,11,22,2072,11,"CD14 Mono"
"3923",35,180,17,1766,996,18,8,9,25,13,10,21,1,105,92,7,10,20,3,488,5,11,13,3,6,1,14,2733,6,"CD14 Mono"
"3924",25,145,5,6,10,6,1,3,4,3,7,7,0,56,15,2,30,4,1,110,4,0,7,2,9,2,3,1090,0,"DC"
"3925",1201,1510,6,4,11,5,2,4,11,15,63,189,0,1,91,7,2,10,1,2,164,2,7,2,106,1,57,12,5,"mem CD4 T"
"3926",26,506,17,3737,1687,34,6,12,29,10,9,43,0,140,114,4,25,40,9,540,14,7,17,2,17,16,18,3317,2,"CD14 Mono"
"3927",20,155,8,81,11,10,5,7,9,3,6,10,0,46,65,3,8,11,7,236,6,2,4,3,5,5,9,3450,2,"DC"
"3928",516,1213,3,14,9,12,2,4,10,6,508,168,0,7,142,0,10,12,2,3,120,5,12,9,54,3,6,8,3,"mem CD4 T"
"3929",3,3,4,8,6,13,3,316,881,17,73,6,1,590,1,1,8,14,2,1,6,3,14,4,5,3,1,183,4,"B"
"3930",27,34,4,86,10,10,396,4,8,6,12,14,0,572,9,68,7,5,7,3,5,1,2,3,7,6,6,22,32,"NK"
"3931",4,4,11,195,13,12,385,2,6,6,5,12,0,1437,4,134,4,15,3,2,1,8,13,5,14,36,5,15,11,"NK"
"3932",26,428,2,2681,677,17,1,7,19,12,3,16,0,33,75,6,9,24,3,286,2,3,7,4,9,3,10,2189,1,"CD14 Mono"
"3933",453,5,107,10,8,9,6,0,3,2,342,66,0,353,9,0,12,6,0,4,28,5,8,2,27,4,2,14,1,"CD8 T"
"3934",518,1049,6,5,12,11,1,4,11,5,479,100,0,31,46,5,23,9,0,1,21,1,9,3,43,7,4,17,5,"mem CD4 T"
"3935",537,1166,6,7,9,6,3,0,5,3,659,81,0,193,6,1,21,4,5,1,35,3,12,2,36,3,5,13,0,"naive CD4 T"
"3936",50,269,3,29,8,3,1,1,5,1,14,5,0,70,14,1,11,14,1,46,5,1,5,3,4,1,2,950,1,"DC"
"3937",354,843,2,3,8,6,3,1,5,2,421,85,1,190,6,4,13,4,0,1,34,4,13,1,50,2,2,7,1,"naive CD4 T"
"3938",15,141,4,3548,807,6,3,6,14,7,11,13,0,17,102,7,68,49,2,334,5,5,5,7,7,2,3,183,1,"CD14 Mono"
"3939",17,377,47,2608,785,15,87,4,18,4,9,21,1,1343,78,156,44,31,5,316,3,8,16,3,29,16,5,494,3,"CD14 Mono"
"3940",43,272,11,2169,629,8,2,10,9,11,5,28,0,66,38,2,72,18,2,308,2,1,7,7,8,2,6,350,7,"CD14 Mono"
"3941",23,506,4,6180,1161,30,6,1,8,14,8,15,0,19,285,10,36,51,4,287,11,10,9,3,6,4,4,577,3,"CD14 Mono"
"3942",18,234,13,2786,756,28,5,8,15,7,9,26,0,28,123,4,47,24,1,316,5,6,11,3,8,4,6,1071,3,"CD14 Mono"
"3943",6,100,2,1113,278,15,2,6,7,8,2,9,0,9,61,2,19,17,1,218,1,4,10,7,5,2,4,55,1,"CD14 Mono"
"3944",35,178,14,2670,1049,18,3,1,19,10,5,12,0,32,108,6,72,26,1,225,5,7,9,8,12,5,3,296,2,"CD14 Mono"
"3945",267,382,1,4,5,3,1,1,4,3,138,29,0,126,1,3,12,7,1,2,32,0,5,1,20,2,1,3,2,"naive CD4 T"
"3946",23,283,8,42,10,9,5,4,22,6,11,18,0,62,25,5,15,15,2,26,3,3,11,5,4,4,3,3669,3,"DC"
"3947",558,982,4,7,15,9,3,3,13,8,31,164,0,2,151,1,13,7,0,2,77,2,14,6,46,4,10,21,5,"mem CD4 T"
"3948",979,1274,8,11,18,17,6,5,12,14,308,228,0,7,221,2,2,13,2,5,144,4,9,3,50,5,22,22,1,"mem CD4 T"
"3949",540,1390,4,12,13,15,6,7,9,156,192,222,0,12,229,5,10,12,3,4,2,10,12,4,225,7,6,41,18,"mem CD4 T"
"3950",440,1344,7,9,6,10,1,3,5,12,352,277,0,9,132,9,138,12,4,4,3,2,6,2,314,10,20,718,21,"mem CD4 T"
"3951",11,217,5,3520,881,14,4,7,16,10,8,15,0,16,126,15,9,37,5,283,7,8,16,3,5,3,3,1156,2,"CD14 Mono"
"3952",458,681,6,6,7,13,3,2,10,2,259,77,0,277,4,2,4,5,0,0,6,3,19,1,24,3,2,8,1,"naive CD4 T"
"3953",793,799,2,5,6,11,1,3,8,2,430,66,0,84,17,1,29,6,2,2,10,3,11,1,32,4,1,13,1,"naive CD4 T"
"3954",667,873,5,12,6,6,2,2,5,4,320,73,0,156,13,3,11,9,1,6,12,3,13,1,27,3,5,12,4,"naive CD4 T"
"3955",811,1102,2,16,11,14,1,1,6,3,612,137,1,40,37,2,34,11,6,2,22,2,22,1,55,6,5,12,4,"naive CD4 T"
"3956",24,130,7,2114,472,8,1,4,8,5,9,9,0,74,16,3,92,59,1,210,3,15,6,2,4,6,9,358,1,"CD14 Mono"
"3957",1155,1221,5,5,5,14,1,5,14,69,505,505,0,7,251,7,41,5,5,31,2,8,9,10,640,8,13,32,46,"mem CD4 T"
"3958",517,1023,8,5,7,6,4,2,7,8,465,80,0,443,2,1,4,4,1,2,24,1,9,3,41,4,7,8,0,"naive CD4 T"
"3959",9,7,4,22,9,7,1,529,628,9,43,12,3,496,2,4,6,14,2,4,2,0,8,0,7,3,6,751,0,"B"
"3960",288,934,8,8,10,10,2,2,8,64,407,91,0,3,160,2,17,5,5,3,10,6,12,1,41,3,0,10,15,"mem CD4 T"
"3961",25,212,8,2886,766,20,1,8,12,3,7,19,0,16,79,5,61,40,4,241,3,5,10,5,7,10,7,280,11,"CD14 Mono"
"3962",693,4,683,54,6,9,1,0,9,5,3,8,0,314,15,3,6,5,0,3,2,2,7,1,101,6,6,24,25,"CD8 T"
"3963",840,986,8,11,14,11,4,4,7,3,549,138,1,65,29,2,9,6,0,4,127,1,14,2,51,5,2,16,1,"naive CD4 T"
"3964",542,1008,2,6,12,9,2,4,10,2,581,98,0,97,15,3,15,13,1,4,68,2,9,9,129,1,6,25,0,"naive CD4 T"
"3965",633,1721,8,11,9,11,3,1,12,8,611,302,0,16,139,2,1,23,2,5,237,2,14,4,42,5,12,18,5,"mem CD4 T"
"3966",805,1470,7,14,7,17,4,7,31,5,1343,229,0,19,112,3,36,4,1,2,16,2,17,3,574,10,14,20,4,"mem CD4 T"
"3967",11,237,5,1377,478,8,1,3,7,6,4,6,0,21,24,3,51,15,0,99,3,5,4,2,6,3,3,291,2,"CD14 Mono"
"3968",533,864,4,7,7,13,2,2,12,5,330,78,0,285,8,3,95,5,0,5,28,3,15,3,53,3,5,15,2,"naive CD4 T"
"3969",11,147,6,2184,527,14,2,7,9,8,6,11,0,8,81,2,11,54,3,115,4,10,12,1,11,7,6,66,3,"CD14 Mono"
"3970",5,35,3,3064,620,16,2,2,12,6,5,4,0,9,89,4,25,43,3,239,5,3,4,2,6,6,6,357,4,"CD14 Mono"
"3971",13,119,5,1539,447,3,4,2,10,6,2,15,0,56,40,3,64,14,2,286,3,2,9,5,5,4,2,757,1,"CD14 Mono"
"3972",530,1022,8,8,13,5,4,1,1,3,616,103,0,169,10,2,8,6,1,2,11,2,13,4,55,5,9,14,0,"naive CD4 T"
"3973",1090,1756,3,6,12,13,5,5,13,8,238,279,0,69,64,3,2,11,1,4,161,2,7,7,46,5,11,21,1,"mem CD4 T"
"3974",13,385,19,2743,1003,23,3,28,67,13,11,22,0,66,104,12,55,31,3,188,10,15,17,7,9,6,9,527,2,"CD14 Mono"
"3975",30,297,11,412,25,14,152,5,2,8,14,24,1,875,15,3,2,14,1,370,3,3,10,3,11,4,4,1125,2,"CD14 Mono"
"3976",605,961,2,8,12,11,2,3,8,9,422,97,0,92,22,1,3,6,1,0,29,4,14,3,40,3,1,15,2,"naive CD4 T"
"3977",4,176,7,3036,613,12,1,5,8,4,3,7,0,8,117,3,58,42,3,389,4,5,8,2,5,3,3,109,3,"CD14 Mono"
"3978",0,13,1,545,239,5,1,2,0,3,2,0,0,2,12,0,3,5,0,56,0,0,4,1,1,2,0,141,0,"CD14 Mono"
"3979",1218,1135,5,7,12,18,2,5,11,4,538,135,0,284,8,5,117,18,4,0,92,0,15,5,78,4,3,19,1,"naive CD4 T"
"3980",6,81,7,53,8,5,14,2,12,7,2,12,0,1040,4,5,0,8,0,135,2,3,7,3,4,2,2,778,4,"CD14 Mono"
"3981",15,3,6,31,3,6,366,3,4,7,4,8,0,989,4,112,1,5,0,4,1,0,6,3,6,18,4,13,7,"NK"
"3982",665,1044,7,6,8,8,2,2,11,3,297,135,0,25,83,5,4,14,1,2,115,3,5,5,49,6,3,10,4,"mem CD4 T"
"3983",423,7,618,14,18,14,3,9,43,4,640,48,0,255,10,12,10,9,3,4,26,3,32,6,44,8,9,23,4,"CD8 T"
"3984",23,268,14,2975,740,26,9,7,17,5,11,12,0,56,149,7,83,45,6,253,12,7,12,3,15,5,6,594,6,"CD14 Mono"
"3985",798,1017,3,15,9,16,4,4,3,7,637,149,0,284,3,1,153,11,0,8,18,1,13,4,51,6,9,18,1,"naive CD4 T"
"3986",6,2,2,81,6,8,402,3,10,5,5,8,0,1246,4,220,6,20,0,3,4,2,10,3,31,11,6,18,55,"NK"
"3987",13,244,17,1959,661,23,25,9,22,11,8,17,0,30,96,5,18,16,6,492,9,7,10,2,13,12,10,4965,2,"CD14 Mono"
"3988",398,947,6,6,13,11,3,2,13,1,433,93,0,261,7,2,18,8,5,0,8,7,25,2,18,6,4,12,2,"naive CD4 T"
"3989",466,927,8,8,2,4,3,2,15,9,386,204,0,2,130,2,19,10,4,3,233,2,7,2,46,2,6,16,3,"mem CD4 T"
"3990",5,7,3,59,15,12,84,1,10,2,1,10,2,1201,2,141,3,8,0,3,5,5,3,4,4,13,4,56,30,"NK"
"3991",343,1148,4,19,15,11,2,0,9,58,4,226,0,6,117,2,2,10,1,1,86,3,4,1,49,1,9,16,1,"mem CD4 T"
"3992",403,1258,5,5,15,9,2,0,8,15,145,144,0,24,89,4,10,6,1,3,92,3,8,2,27,3,17,4,0,"mem CD4 T"
"3993",7,115,3,1499,621,7,1,2,3,3,2,6,0,73,25,3,54,25,2,204,4,1,10,8,11,4,1,240,3,"CD14 Mono"
"3994",6,177,7,1530,872,10,4,4,7,5,6,10,0,4,110,8,22,20,3,229,0,9,7,4,4,4,4,240,3,"CD14 Mono"
"3995",13,235,15,1821,1430,12,7,6,28,9,9,21,0,131,79,10,10,10,3,280,6,4,9,5,10,10,9,2144,7,"CD14 Mono"
"3996",284,1224,2,3,13,5,3,3,8,5,41,123,0,4,153,0,2,8,0,3,81,0,6,3,16,0,33,18,0,"mem CD4 T"
"3997",663,1560,8,26,11,11,0,4,21,5,271,293,0,1,206,7,2,12,4,2,90,3,8,2,150,4,49,28,1,"mem CD4 T"
"3998",10,6,17,14,4,16,3,400,782,18,91,15,0,975,3,1,8,23,1,6,3,5,6,7,3,11,4,637,3,"B"
"3999",42,13,40,207,16,51,86,9,13,23,1,43,0,1332,6,297,6,34,3,7,9,8,35,14,10,15,24,35,46,"NK"
"4000",12,151,7,2292,556,25,3,4,10,6,3,18,0,13,102,4,19,20,0,159,3,16,8,0,7,2,6,540,4,"CD14 Mono"
"4001",21,9,3,2,6,4,2,406,757,3,4,16,2,631,4,2,13,3,3,1,2,2,7,3,2,3,5,409,0,"B"
"4002",12,22,8,2326,642,12,2,3,6,4,4,5,0,120,14,4,30,23,0,193,4,5,9,1,3,3,5,311,5,"CD14 Mono"
"4003",1276,12,1002,41,10,9,9,4,7,5,409,19,0,27,138,3,3,21,1,6,2,1,7,1,149,5,108,21,41,"CD8 T"
"4004",1066,2063,6,6,13,17,3,3,9,29,1057,337,0,13,209,6,161,16,5,11,271,7,16,4,109,5,4,27,5,"mem CD4 T"
"4005",7,19,5,95,21,14,3,803,1319,36,433,24,3,1491,4,10,8,12,10,11,2,2,12,5,6,5,9,858,5,"B"
"4006",8,119,2,1482,451,5,1,3,4,2,3,9,0,34,20,5,11,32,2,225,2,0,13,5,3,2,5,160,4,"CD14 Mono"
"4007",432,1059,7,5,4,13,1,4,8,74,991,207,0,39,57,5,30,3,2,4,6,4,7,2,332,2,12,29,18,"mem CD4 T"
"4008",378,1010,5,13,12,7,3,3,10,7,500,113,0,21,81,3,18,5,0,4,25,1,12,3,60,3,9,12,2,"mem CD4 T"
"4009",29,108,8,3308,1095,12,4,6,14,6,10,21,0,97,61,6,38,88,2,353,7,6,9,4,14,6,8,189,0,"CD14 Mono"
"4010",688,1340,1,14,16,5,0,1,5,21,2,226,0,8,89,7,2,6,0,1,138,1,8,2,57,6,19,11,0,"mem CD4 T"
"4011",880,1072,6,8,9,11,1,1,3,5,508,92,0,61,16,1,117,6,1,4,67,1,17,2,74,3,8,9,1,"naive CD4 T"
"4012",381,5,162,18,13,8,3,12,6,1,164,82,0,18,185,0,8,57,0,1,17,0,9,1,35,1,33,77,37,"CD8 T"
"4013",2,38,2,616,265,5,1,1,0,3,4,6,0,58,10,2,12,11,0,53,0,1,2,1,3,1,2,62,0,"CD14 Mono"
"4014",761,1788,7,26,10,5,5,1,13,14,6,282,0,8,211,6,2,19,2,2,122,6,6,2,139,8,17,15,0,"mem CD4 T"
"4015",928,1078,6,3,10,16,3,3,9,6,532,104,0,301,8,2,71,8,1,5,31,2,21,1,35,4,3,14,1,"naive CD4 T"
"4016",21,18,3,49,5,11,5,428,693,61,11,11,0,812,1,1,20,12,6,1,2,3,13,3,4,3,2,117,5,"B"
"4017",13,198,5,1911,884,11,2,5,12,4,5,22,0,48,58,3,36,14,4,240,9,9,6,4,4,4,5,675,0,"CD14 Mono"
"4018",2,4,4,282,13,5,659,3,5,10,6,7,0,599,5,168,4,15,1,3,7,3,5,3,14,23,6,7,2,"NK"
"4019",663,789,6,7,8,12,3,1,12,6,365,137,0,33,46,5,5,9,1,3,23,4,12,2,80,5,1,16,5,"mem CD4 T"
"4020",696,6,803,19,14,9,4,4,7,8,4,7,0,6,96,3,2,12,3,1,314,1,6,0,11,2,0,15,1,"CD8 T"
"4021",650,5,568,44,17,7,0,6,13,4,332,57,0,152,41,3,16,9,0,2,30,6,3,0,133,1,45,24,29,"CD8 T"
"4022",530,1128,10,3,12,4,3,1,6,6,148,185,0,22,106,3,99,7,1,3,29,4,6,5,122,2,28,19,8,"mem CD4 T"
"4023",9,162,6,458,34,6,238,4,8,4,5,7,1,239,22,3,3,6,0,478,2,1,3,1,0,2,5,426,1,"CD14 Mono"
"4024",10,12,6,117,10,7,248,0,6,6,4,13,1,1260,8,194,5,15,0,2,3,0,7,3,6,52,6,20,23,"NK"
"4025",1259,1480,13,5,17,11,5,2,12,3,422,101,0,49,60,7,134,9,1,1,111,3,10,3,54,6,10,13,5,"naive CD4 T"
"4026",319,777,1,6,4,3,1,1,4,6,1,130,0,22,17,1,1,8,1,0,70,1,0,1,12,1,9,9,0,"mem CD4 T"
"4027",798,628,7,5,9,4,2,4,8,1,288,72,0,234,1,5,3,6,0,5,27,1,12,1,33,4,8,9,2,"naive CD4 T"
"4028",2,7,3,140,5,8,51,1,7,1,4,1,0,509,2,86,8,7,0,1,0,2,7,2,2,222,2,65,3,"NK"
"4029",553,4,64,9,7,12,3,1,5,2,650,84,0,337,5,0,9,4,1,2,35,0,13,1,29,2,7,7,1,"CD8 T"
"4030",10,112,4,652,205,3,0,1,2,4,4,7,0,13,43,6,39,5,2,141,7,2,7,2,4,2,2,895,2,"CD14 Mono"
"4031",838,745,3,12,8,9,0,4,6,4,312,83,0,118,6,1,7,2,2,1,4,0,17,4,62,7,7,13,3,"naive CD4 T"
"4032",158,689,4,9,8,11,2,2,1,9,227,187,0,5,105,2,12,4,0,1,157,1,15,3,49,5,4,7,2,"mem CD4 T"
"4033",413,1223,9,5,9,10,2,5,4,14,378,163,0,1,112,1,1,8,1,5,61,4,5,4,51,5,11,9,3,"mem CD4 T"
"4034",272,1008,3,8,9,6,2,3,12,5,184,229,0,4,175,3,3,8,1,3,79,2,5,3,58,4,4,10,1,"mem CD4 T"
"4035",509,679,5,5,9,4,3,1,3,0,357,96,0,132,10,3,35,5,0,0,17,1,11,3,96,2,0,12,1,"naive CD4 T"
"4036",11,203,11,1498,646,23,5,10,13,8,2,24,0,16,114,3,5,21,8,250,10,14,17,2,5,2,2,825,4,"CD14 Mono"
"4037",1242,1520,9,6,7,12,4,6,5,8,694,184,2,230,15,3,32,12,0,1,24,1,19,0,100,9,7,17,2,"naive CD4 T"
"4038",7,60,5,1046,329,4,0,0,5,4,9,4,0,6,62,1,4,8,2,74,2,2,4,3,1,4,0,240,2,"CD14 Mono"
"4039",20,16,9,94,10,10,0,456,626,30,412,11,0,1116,4,7,17,22,9,17,3,3,11,3,10,3,1,344,2,"B"
"4040",8,107,5,2040,540,8,0,3,5,7,6,10,0,11,97,3,27,3,2,249,3,7,3,3,7,2,4,274,0,"CD14 Mono"
"4041",597,905,3,8,4,7,1,1,14,6,359,108,0,127,14,3,44,6,2,2,63,0,17,1,18,1,10,8,3,"naive CD4 T"
"4042",423,793,5,9,12,9,10,4,9,1,563,121,0,398,11,2,1,8,2,3,15,1,13,1,53,4,4,16,5,"naive CD4 T"
"4043",9,86,7,1769,769,15,1,2,6,5,4,9,0,5,61,4,8,13,3,120,4,3,3,2,4,1,4,276,2,"CD14 Mono"
"4044",884,1145,6,9,19,9,4,2,15,7,481,110,0,167,31,3,110,3,2,3,40,1,5,3,43,8,4,11,2,"naive CD4 T"
"4045",9,3,37,276,16,6,418,3,3,7,11,21,0,1220,2,206,3,25,3,3,6,1,8,2,17,20,2,17,1,"NK"
"4046",2,120,4,988,432,3,3,3,8,2,6,8,1,12,84,2,8,16,1,90,2,3,5,0,2,0,3,301,1,"CD14 Mono"
"4047",8,370,4,2197,557,19,4,6,5,4,3,11,0,6,74,6,28,36,5,65,10,4,9,3,2,1,5,293,1,"CD14 Mono"
"4048",8,163,12,1236,611,9,1,2,8,2,2,8,0,201,5,3,12,8,1,228,1,2,9,2,0,1,4,707,1,"CD14 Mono"
"4049",741,10,833,6,9,9,3,5,8,6,474,13,0,13,120,2,3,10,1,4,6,6,10,6,143,7,91,118,46,"CD8 T"
"4050",21,9,135,206,6,14,299,5,2,6,7,14,0,1423,3,134,4,5,2,3,3,3,5,4,13,130,6,14,7,"NK"
"4051",505,746,5,3,12,1,0,2,3,15,296,66,0,126,22,1,0,8,0,3,5,0,20,0,12,2,3,6,0,"naive CD4 T"
"4052",492,692,2,7,10,3,3,1,2,8,287,71,0,114,11,1,2,5,2,0,2,1,8,0,30,5,7,8,1,"naive CD4 T"
"4053",543,1610,3,8,14,5,2,7,4,4,207,194,0,9,332,2,1,8,2,4,115,2,6,1,43,6,28,23,5,"mem CD4 T"
"4054",15,194,5,2287,784,8,2,5,19,8,8,16,0,22,79,5,6,14,2,183,11,1,14,5,4,8,8,2464,33,"CD14 Mono"
"4055",326,726,4,7,11,6,2,4,7,2,374,107,0,2,138,1,2,6,0,1,19,1,9,1,55,4,7,8,9,"mem CD4 T"
"4056",6,4,6,115,9,10,485,3,11,7,3,11,0,1378,4,30,3,12,1,1,0,3,10,2,10,91,3,10,5,"NK"
"4057",17,157,9,2087,684,16,3,3,16,7,3,8,0,28,63,4,13,18,2,108,3,2,9,7,2,3,7,407,2,"CD14 Mono"
"4058",16,178,10,3798,576,9,6,3,12,7,7,14,0,18,121,3,29,8,2,300,4,3,9,3,5,7,8,371,8,"CD14 Mono"
"4059",715,999,5,4,9,11,3,2,8,8,468,115,2,271,9,5,188,7,1,3,33,2,19,3,75,2,4,13,1,"naive CD4 T"
"4060",483,1,345,14,10,7,2,2,15,3,347,101,0,9,63,6,5,12,0,0,9,23,9,2,44,2,43,15,16,"CD8 T"
"4061",302,4,136,5,15,3,0,3,4,2,213,108,0,15,52,3,1,3,2,4,79,1,3,1,14,1,4,8,2,"CD8 T"
"4062",43,208,9,1855,355,16,1,8,3,4,20,9,0,24,67,6,101,18,2,280,2,1,5,3,6,4,10,301,2,"CD14 Mono"
"4063",567,3,491,11,8,4,3,5,18,1,161,45,0,19,105,0,7,14,1,0,72,3,3,1,12,0,13,10,14,"CD8 T"
"4064",602,994,7,124,7,8,1,2,10,6,4,60,0,8,165,3,0,18,1,2,27,1,4,5,63,3,43,14,3,"mem CD4 T"
"4065",595,1056,3,86,11,4,4,0,8,4,2,54,0,1,131,1,4,10,3,2,10,1,4,2,108,4,24,26,0,"mem CD4 T"
"4066",23,338,8,3052,780,22,7,7,17,16,10,20,0,21,202,10,42,31,3,290,2,8,15,2,13,11,12,387,5,"CD14 Mono"
