"","X","CD45","CD3","CD19","CD123","CD11b","CD4","CD8a","CD11c","CD14","FceRI","gdTCR","CD45RA","TIM3","PD.L1","CD27","Tbet","CTLA4","FoxP3","CD33","CD45RO","CD127","CD197","Ki67","CD25","TCRva24Ja18","CD38","HLA.DR","PD.1","CD56","CD16","cluster.info"
"4199","V27029",174.506195068359,11.8460636138916,6.5825047492981,5.62460851669312,20.797477722168,51.2148323059082,5.30022478103638,293.440856933594,167.762664794922,3.23125457763672,0.50227290391922,6.99993467330933,3.21264600753784,0.31175896525383,0.66158264875412,4.4609899520874,1.02849221229553,3.40113615989685,503.731292724609,10.1989393234253,0.893470764160156,5.10883617401123,57.789722442627,0,0,56.8975067138672,363.461700439453,0,0.517479121685028,0.901682436466217,"CD14 Mono"
"4200","V202160",288.294219970703,15.8760099411011,0,5.01187467575073,139.056793212891,26.6963176727295,2.21326208114624,142.846450805664,61.4207191467285,0.0458518341183662,0.489709943532944,1.49269020557404,0,0,2.58892011642456,6.53523397445679,0.686927676200867,16.820161819458,376.381774902344,34.939769744873,0,0,18.2454299926758,0,0,77.5266799926758,214.02912902832,0,0,0,"CD14 Mono"
"4201","V22644",425.323760986328,825.203002929688,5.59967613220215,8.12538242340088,6.37970924377441,355.144744873047,7.02352094650269,0,0,2.19205713272095,1.49202179908752,77.7761077880859,0,0.648378491401672,594.739074707031,0.100529201328754,6.10585880279541,2.28587365150452,1.82005298137665,1.05406665802002,176.925231933594,219.662246704102,1.01573920249939,0,0.405939102172852,7.08802080154419,0,0,0,1.23694932460785,"naive CD4 T"
"4202","V198224",338.954254150391,10.3376932144165,1.24618744850159,4.57420444488525,119.736137390137,84.7209091186523,8.39804553985596,391.985168457031,257.972320556641,3.59243869781494,0,0,1.1590633392334,0,2.87878179550171,6.80088233947754,17.0441646575928,12.0674095153809,753.919738769531,15.0139894485474,0,3.42772102355957,13.1591863632202,0,0,52.6458168029785,450.171264648437,1.09827530384064,0,0,"CD14 Mono"
"4203","V169626",306.231750488281,418.586486816406,3.45707082748413,0.237489342689514,0,216.741012573242,4.42708539962769,0,1.37472093105316,0.747312128543854,0,131.241302490234,0,0,443.911773681641,0.775651693344116,0,0.42737403512001,0,0,19.2811412811279,151.029327392578,0.6333087682724,0,0,40.2032508850098,0.529562830924988,0.39896097779274,0,0,"naive CD4 T"
"4204","V18004",406.091278076172,8.42277431488037,0,1.70275902748108,59.9238967895508,99.2474899291992,10.5179738998413,302.298553466797,507.917236328125,1.74660527706146,0.212233453989029,5.78100395202637,7.11928081512451,0,0,0.568155825138092,9.44485187530518,25.7493171691895,1182.57458496094,33.271915435791,0,0,43.4177055358887,0,0,109.131530761719,587.563354492188,0.847890257835388,0.196522951126099,0,"CD14 Mono"
"4205","V212989",588.739868164062,5.25575017929077,0,6.42273664474487,92.3111801147461,121.688545227051,3.60950756072998,383.279998779297,327.180725097656,0,0.955995082855225,4.82964944839478,4.11063432693481,0.941544413566589,0,0.259205639362335,7.74573755264282,32.6185035705566,1077.33850097656,23.7772521972656,0,0,17.4665279388428,0,0.716626048088074,56.9003601074219,838.1142578125,0,13.291109085083,0,"CD14 Mono"
"4206","V91287",522.040466308594,0,391.702484130859,2.56630659103394,0.480882674455643,0.839050590991974,0,0,0,0.244731962680817,0,160.599594116211,0,0,6.61676406860352,1.42893004417419,0.912195324897766,2.62559771537781,0,0.0413761846721172,0,111.168769836426,0.0360682941973209,0.220372185111046,0,42.490608215332,363.012420654297,0,1.78475487232208,0,"B"
"4207","V54999",505.389953613281,575.093444824219,0.0255578029900789,0,1.55126428604126,262.526062011719,2.76449632644653,0,0,0.473189681768417,2.06075668334961,48.1821670532226,0.134534806013107,1.43466091156006,530.214538574219,0,4.24047470092773,0,0.119966842234135,1.30180025100708,158.904495239258,161.172454833984,1.22300255298615,0,0,21.4305381774902,1.83494448661804,0,0,0,"naive CD4 T"
"4208","V230624",528.585021972656,5.94048070907593,3.27445387840271,18.6427669525146,15.104736328125,144.66780090332,0.320237278938293,1054.02404785156,11.5625123977661,361.303466796875,3.20213294029236,0.0698242783546448,24.5442600250244,0,4.23620986938477,3.47157597541809,3.64088439941406,21.3872394561768,1136.82678222656,60.3113403320312,0.445201277732849,0,5.84098052978516,0,0.487162411212921,23.8319892883301,3089.40063476562,1.40951871871948,0.811110615730286,0,"DC"
"4209","V115180",672.660949707031,0,690.337951660156,1.85488331317902,3.59842729568481,0.183585122227669,0.638605058193207,0.183113917708397,0,0,0,257.389495849609,0,0.940144896507263,46.1778106689453,0,0.488691419363022,0.123429246246815,0,0.493069678544998,1.74698269367218,131.472854614258,2.22867560386658,20.9828624725342,0.918715119361877,2.03454875946045,469.545745849609,1.4690535068512,1.30372166633606,0,"B"
"4210","V29262",504.214447021484,7.31765604019165,6.38286781311035,3.82478857040405,74.7306747436523,149.537002563477,11.2037963867188,274.224792480469,400.306091308594,3.41806626319885,4.99493741989136,1.57553565502167,5.73707437515259,0,0,7.09391689300537,4.11235189437866,30.3101329803467,891.266845703125,34.425724029541,0,0.898093283176422,7.4734959602356,0,0.460539013147354,78.0567398071289,713.316833496094,0.615983545780182,0.290919005870819,0,"CD14 Mono"
"4211","V72659",599.045654296875,539.562438964844,2.1764543056488,1.95922231674194,2.11949157714844,324.618316650391,11.0257759094238,0,0.680943727493286,0,0,0,0,4.05258798599243,246.101516723633,5.59823703765869,4.46820449829102,4.86351490020752,4.0975604057312,86.3847045898438,151.041763305664,47.3991775512695,0.945324420928955,9.75387668609619,0.302806377410889,0.81433242559433,0,0.422193378210068,0,0,"mem CD4 T"
"4212","V66127",1060.42687988281,938.622985839844,2.28409194946289,1.58803117275238,6.92776393890381,370.055450439453,754.733459472656,0.608965992927551,0,2.26171660423279,0.347494393587112,37.0077362060547,0.58183354139328,0.968685209751129,561.333557128906,236.561584472656,0,9.1447696685791,4.76545143127441,55.5083770751953,173.153244018555,6.56031131744385,0,14.4435720443726,0,1.24411296844482,0.785339713096619,11.0934829711914,46.5257949829102,1.00549924373627,"CD8 T"
"4213","V222624",559.070617675781,305.860137939453,0.262519150972366,5.04758596420288,7.9552059173584,0,406.385559082031,0,0,0.0190252140164375,0,0,0.609356343746185,2.21514391899109,256.920166015625,169.117828369141,0.876615405082703,20.5848503112793,0,18.2792987823486,96.8465576171875,0,0,0,0,4.02820777893066,13.131814956665,2.20723128318787,0.951278269290924,0.24176312983036,"CD8 T"
"4214","V31659",804.981872558594,5.57160568237305,992.867553710938,4.51083517074585,0.401741743087769,0.547623336315155,0,0.829828977584839,0,0,0,161.443923950195,0,0,9.08495998382568,1.06563532352448,1.56091618537903,1.24414849281311,5.57093858718872,0,0.333093822002411,89.0165100097656,1.22478222846985,0.336280256509781,0,5.3881049156189,1513.66027832031,0.252702951431274,0,0,"B"
