"","CCA0","CCA1","CCA2","CCA3","CCA4","CCA5","CCA6","CCA7","CCA8","CCA9"
"1",1.6914188089385,-0.407335409598408,0.0213937797535902,-0.140822283163731,0.33957299178804,-0.397901590642191,0.0155137515671247,0.107117103599154,1.66537049513893,-0.198635450606565
"2",-0.989572990963809,-0.482897868319261,-0.0373922472639934,-0.00618529251462472,-0.757442546687679,0.00444565528446101,0.185597000700114,0.744658298307345,-0.17302806335718,-0.609457717325358
"3",-0.557233425074064,-0.342208548735948,-0.270113323060157,-0.773007694208651,2.51272913955098,-1.14588266468736,-0.360105932065896,0.64706036265818,-0.441286844914379,-1.07036059576295
"4",-1.041501164278,-0.509457024901058,-0.543865931494382,-0.790764135126359,1.09859424191228,-0.426241909781747,-0.113924720861333,-1.29882612085194,-0.131735994534327,0.342348296673853
"5",1.4925804033006,-0.566006537229118,0.423183773636598,-0.0890379458808867,-0.439152893690572,-0.50092881157753,0.188358170797795,-0.0247774793346346,2.27801580898349,-0.194234079068116
"6",-1.2859227958418,-0.706144217432779,-0.202695607847518,-0.0985492576789301,-0.896274365325597,-0.0126595747821893,-0.0405865901082667,-1.30440380028974,0.0416388993340712,-0.905403262001612
"7",-0.635440000888115,0.185630728815157,-0.345487663378621,-0.282365806613414,1.55199809626415,-1.38896290481707,0.00950543651552424,9.06012608887961,-0.947555697486154,-4.64012283741725
"8",-1.49356522415344,-1.03155165143283,-0.808518626440902,-0.303893996236995,-1.14743514999338,0.114738075646287,0.134391910208462,-0.389871687455931,-0.170745394074752,0.37614860162739
"9",-0.670688934477758,-0.405349354486286,-0.371440114753719,-0.477857377320129,1.88272137389531,-0.965047193394608,-0.126938251070042,-1.35455401171864,-0.0302441564368709,-0.233221430245324
"10",1.18421302678057,-0.349400637281814,0.394183010391365,-0.0655273373785576,-0.168070917206349,-0.505001180180543,0.135628013172073,0.140544937938276,0.470514312710828,0.125463190308464
"11",-0.778688222346257,-0.141390625637392,-0.244357883496803,-0.712581857152352,-0.904955159888515,0.249499004334399,-0.205315933328239,0.788943829508087,0.339097902482023,3.69815931547244
"12",-0.187790279545768,0.355830360164609,1.0072348516744,1.2293945218516,-0.2441329471364,0.0136776462402849,0.143909558652274,0.0252189252512987,0.196747616667946,-0.132054961615747
"13",-0.726783864231003,-0.379613354816609,-0.171340545450046,-0.268384174045866,-0.636353889812068,0.232733743203525,0.138339354585963,0.438797371675038,0.057314653069232,0.708245643662608
"14",-1.06549222133618,-0.573909584303093,-0.141770529323993,-0.00195363579708568,-1.00102529136,0.0820089907110379,0.0862719830032804,0.619594967570556,-0.148225366137818,-0.462589643051613
"15",-0.70727402486888,-0.476635510718793,-0.070422731325764,-0.188317852665856,-0.587664216214126,0.157920971817259,0.112686548771991,-0.0557747975113898,-0.154074517883947,-0.149414473658366
"16",-0.773718717055377,-0.492756958059845,-0.0339971418074427,-0.277721111233004,-0.94923439779134,0.160654164816024,-0.15085540869285,-0.227042856151749,-0.0805945677215091,-0.252191291242109
"17",0.00861039442362457,0.953860219203422,0.345708111403134,-0.46883937788471,1.13229546798129,4.71274562595986,-1.36244971470622,0.15253250259931,0.579024611826494,0.0666352047186792
"18",-0.331800564192304,-0.0431373492743068,0.186636784478397,-0.582524109146585,1.39620941345434,-0.410061519774229,-0.0312890083761728,-0.719867714968501,-0.141801992885937,-0.176014838121917
"19",-0.598172681363088,-0.341045297071959,-0.36152598834907,-0.6977875118552,2.26517657768491,-1.10537234496735,-0.240912766987132,-1.12740775872184,-0.0658954912478033,-0.655706045970658
"20",-1.19253960836518,-0.631435573403325,-0.0721395764932108,-0.249905620200437,-1.36882855934654,0.17790127418355,0.0528968432147491,0.284632652415875,0.0585527122648671,-0.324540169501053
"21",1.31464367818757,-0.368950931735494,0.323059211432169,-0.150124051906492,-0.43976566889456,-0.515863422865455,0.16638750374094,0.151851715621661,3.18840785106462,-0.601238928088786
"22",-0.471197400115973,-0.174228371576104,0.199256197794346,-0.326002921886883,-0.355158490401132,0.124492806572353,0.0837299382367002,-0.247615135979076,0.0285423613589533,-0.0248148057243536
"23",0.23501432913087,0.389091344296873,0.707676483256191,-0.132122438439251,0.219707605461929,0.140472063492858,0.157883008773495,0.119155872579513,0.308391530773626,0.290842225664897
"24",-1.59562875862768,-0.900853453083826,-0.100614538533924,-0.0382261628076221,-2.21119713191335,0.12427839283153,-0.0522146440555982,0.256934429668822,0.502803001975039,-0.298561625090816
"25",-1.09677280463989,-0.697897185289373,-0.432221077626861,-0.343331809112631,-1.02355203588561,0.101796703267852,-0.0918851606248231,-0.106728888046269,-0.0209345164453036,-0.352769812690399
"26",0.261159322769783,3.87918619323296,-3.61804907325531,-0.194660335401377,-0.102494122549531,0.152242209864827,-0.244587854859032,-0.400433353688124,-0.456747071844114,-0.13270994264422
"27",1.05487421063251,-0.259677648108401,0.0942221896253334,-0.0478415161969404,-0.0608790792658069,0.116635415411027,-0.0947335162748212,0.129740490293077,-2.05946018699957,0.202996886616866
"28",-0.850267746007783,-0.487932149582122,-0.134318242517302,-0.232368071183866,-0.730439381058814,0.150561562905684,0.0796315372975366,-0.124652220039775,-0.12678199649599,-0.0961464658397323
"29",-0.287051290502633,0.488088530900735,1.70403354212304,3.46923284008697,-0.0633242226681215,0.118055463509928,-0.416102402921867,0.476737871033549,-0.322124961203081,0.827740770541735
"30",-0.973020557154534,-0.629858063745275,-0.386022410211738,-0.245345344502336,-1.05075265987331,0.213250140381148,-0.103729246301433,0.708736726821148,-0.101346043264428,-0.0940686182204158
"31",-0.487537767896262,-0.193117726825907,-0.101943231233692,-0.555001638413987,-0.603404026275527,0.237595944022811,-0.107114567497894,0.773029941809146,0.00338518439633774,1.17173269614901
